Pseudoword,Word,Lemma,prs,n_morphemes,Length
plewt,pleut,pleuvoir,"(0, 1, 0)",1,5
prate,plate,plate,"(0, 1, 0)",1,5
peayx,peaux,peaux,"(0, 1, 0)",1,5
payse,pause,pause,"(0, 1, 0)",1,5
pâtle,pâtre,pâtre,"(0, 1, 0)",1,5
patim,patin,patin,"(0, 1, 0)",1,5
patel,pater,pater,"(0, 1, 0)",1,5
palts,parts,part,"(0, 1, 0)",1,5
praît,plaît,plaire,"(0, 1, 0)",1,5
prain,plain,plain,"(0, 1, 0)",1,5
praie,plaie,plaie,"(0, 1, 0)",1,5
prage,plage,plage,"(0, 1, 0)",1,5
pitle,pitre,pitre,"(0, 1, 0)",1,5
pelte,perte,perte,"(0, 1, 0)",1,5
pelso,perso,perso,"(0, 1, 0)",1,5
périr,péril,péril,"(0, 1, 0)",1,5
pémis,pénis,pénis,"(0, 1, 0)",1,5
perle,pelle,pelle,"(0, 1, 0)",1,5
peims,peins,peindre,"(0, 1, 0)",1,5
pègle,pègre,pègre,"(0, 1, 0)",1,5
piron,pilon,pilon,"(0, 1, 0)",1,5
phiro,philo,philo,"(0, 1, 0)",1,5
phale,phare,phare,"(0, 1, 0)",1,5
amble,ambre,ambre,"(0, 1, 0)",1,5
angas,amas,amas,"(0, 1, 0)",1,5
arpha,alpha,alpha,"(0, 1, 0)",1,5
title,titre,titre,"(0, 1, 0)",1,5
telre,terre,terre,"(0, 1, 0)",1,5
temta,tenta,tenter,"(0, 1, 0)",1,5
talie,tarie,tarir,"(0, 1, 0)",1,5
tabre,table,table,"(0, 1, 0)",1,5
sulgi,surgi,surgir,"(0, 1, 0)",1,5
sycre,sucre,sucre,"(0, 1, 0)",1,5
soype,soupe,soupe,"(0, 1, 0)",1,5
tlône,trône,trône,"(0, 1, 0)",1,5
zèble,zèbre,zèbre,"(0, 1, 0)",1,5
verngi,verni,vernir,"(0, 1, 0)",1,6
véleux,véreux,véreux,"(0, 1, 0)",1,6
vaytre,vautre,vautrer,"(0, 1, 0)",1,6
vangne,vanne,vanne,"(0, 1, 0)",1,6
urigne,urine,urine,"(0, 1, 0)",1,6
tytoie,tutoie,tutoyer,"(0, 1, 0)",1,6
tlouva,trouva,trouver,"(0, 1, 0)",1,6
actyel,actuel,actuel,"(0, 1, 0)",1,6
acelbe,acerbe,acerbe,"(0, 1, 0)",1,6
accloc,accroc,accroc,"(0, 1, 0)",1,6
accold,accord,accord,"(0, 1, 0)",1,6
acajow,acajou,acajou,"(0, 1, 0)",1,6
absoru,absolu,absolu,"(0, 1, 0)",1,6
absemt,absent,absent,"(0, 1, 0)",1,6
ablupt,abrupt,abrupt,"(0, 1, 0)",1,6
persir,persil,persil,"(0, 1, 0)",1,6
pelron,perron,perron,"(0, 1, 0)",1,6
pelmît,permît,permît,"(0, 1, 0)",1,6
pelles,perles,perle,"(0, 1, 0)",1,6
péping,pépin,pépin,"(0, 1, 0)",1,6
pegnte,pente,pente,"(0, 1, 0)",1,6
piloli,pilori,pilori,"(0, 1, 0)",1,6
pirier,pilier,pilier,"(0, 1, 0)",1,6
pigeom,pigeon,pigeon,"(0, 1, 0)",1,6
pieyse,pieuse,pieux,"(0, 1, 0)",1,6
piètle,piètre,piètre,"(0, 1, 0)",1,6
pielre,pierre,pierre,"(0, 1, 0)",1,6
phlase,phrase,phrase,"(0, 1, 0)",1,6
phoqwe,phoque,phoque,"(0, 1, 0)",1,6
pétare,pétale,pétale,"(0, 1, 0)",1,6
pécwle,pécule,pécule,"(0, 1, 0)",1,6
pauvle,pauvre,pauvre,"(0, 1, 0)",1,6
pâtule,pâture,pâture,"(0, 1, 0)",1,6
patlie,patrie,patrie,"(0, 1, 0)",1,6
patawd,pataud,pataud,"(0, 1, 0)",1,6
paster,pastel,pastel,"(0, 1, 0)",1,6
palvis,parvis,parvis,"(0, 1, 0)",1,6
plangt,plant,plante,"(0, 1, 0)",1,6
praise,plaise,plaise,"(0, 1, 0)",1,6
pitong,piton,piton,"(0, 1, 0)",1,6
pistir,pistil,pistil,"(0, 1, 0)",1,6
pingle,pingre,pingre,"(0, 1, 0)",1,6
pinald,pinard,pinard,"(0, 1, 0)",1,6
pilyle,pilule,pilule,"(0, 1, 0)",1,6
parore,parole,parole,"(0, 1, 0)",1,6
pargni,parmi,parmi,"(0, 1, 0)",1,6
parnge,parme,parme,"(0, 1, 0)",1,6
parfwm,parfum,parfum,"(0, 1, 0)",1,6
pardom,pardon,pardon,"(0, 1, 0)",1,6
palano,parano,parano,"(0, 1, 0)",1,6
palaît,paraît,parer,"(0, 1, 0)",1,6
paqyet,paquet,paquet,"(0, 1, 0)",1,6
papiel,papier,papier,"(0, 1, 0)",1,6
pamini,panini,panini,"(0, 1, 0)",1,6
pogmon,pognon,pognon,"(0, 1, 0)",1,6
poggne,pogne,pogne,"(0, 1, 0)",1,6
poègne,poème,poème,"(0, 1, 0)",1,6
podiwm,podium,podium,"(0, 1, 0)",1,6
plognb,plomb,plomb,"(0, 1, 0)",1,6
pleyrs,pleurs,pleurs,"(0, 1, 0)",1,6
preine,pleine,plein,"(0, 1, 0)",1,6
prasma,plasma,plasma,"(0, 1, 0)",1,6
paniel,panier,panier,"(0, 1, 0)",1,6
pangda,panda,panda,"(0, 1, 0)",1,6
panana,panama,panama,"(0, 1, 0)",1,6
parier,palier,palier,"(0, 1, 0)",1,6
parais,palais,palais,"(0, 1, 0)",1,6
parace,palace,palace,"(0, 1, 0)",1,6
pairle,paille,paille,"(0, 1, 0)",1,6
païegn,païen,païen,"(0, 1, 0)",1,6
pagnge,pagne,pagne,"(0, 1, 0)",1,6
ozonge,ozone,ozone,"(0, 1, 0)",1,6
polche,porche,porche,"(0, 1, 0)",1,6
porlen,pollen,pollen,"(0, 1, 0)",1,6
poisom,poison,poison,"(0, 1, 0)",1,6
poingg,poing,poing,"(0, 1, 0)",1,6
ovngis,ovnis,ovnis,"(0, 1, 0)",1,6
ovaile,ovaire,ovaire,"(0, 1, 0)",1,6
ouvelt,ouvert,ouvert,"(0, 1, 0)",1,6
ourret,ourlet,ourlet,"(0, 1, 0)",1,6
otalie,otarie,otarie,"(0, 1, 0)",1,6
olties,orties,orties,"(0, 1, 0)",1,6
orteir,orteil,orteil,"(0, 1, 0)",1,6
oldure,ordure,ordure,"(0, 1, 0)",1,6
olbite,orbite,orbite,"(0, 1, 0)",1,6
oramge,orange,orange,"(0, 1, 0)",1,6
olacle,oracle,oracle,"(0, 1, 0)",1,6
opiner,opinel,opinel,"(0, 1, 0)",1,6
opélas,opéras,opéra,"(0, 1, 0)",1,6
powtre,poutre,poutre,"(0, 1, 0)",1,6
poupom,poupon,poupon,"(0, 1, 0)",1,6
powpée,poupée,poupée,"(0, 1, 0)",1,6
powlpe,poulpe,poulpe,"(0, 1, 0)",1,6
poylie,poulie,poulie,"(0, 1, 0)",1,6
poting,potin,potin,"(0, 1, 0)",1,6
poteaw,poteau,poteau,"(0, 1, 0)",1,6
plofit,profit,profit,"(0, 1, 0)",1,6
plofil,profil,profil,"(0, 1, 0)",1,6
ploche,proche,proche,"(0, 1, 0)",1,6
plocès,procès,procès,"(0, 1, 0)",1,6
prisom,prison,prison,"(0, 1, 0)",1,6
prines,primes,prime,"(0, 1, 0)",1,6
plière,prière,prière,"(0, 1, 0)",1,6
prewve,preuve,preuve,"(0, 1, 0)",1,6
plêtre,prêtre,prêtre,"(0, 1, 0)",1,6
pleste,preste,preste,"(0, 1, 0)",1,6
pléfet,préfet,préfet,"(0, 1, 0)",1,6
plécis,précis,précis,"(0, 1, 0)",1,6
opaqwe,opaque,opaque,"(0, 1, 0)",1,6
ongcle,oncle,oncle,"(0, 1, 0)",1,6
onette,omette,omettre,"(0, 1, 0)",1,6
oiseay,oiseau,oiseau,"(0, 1, 0)",1,6
oigmon,oignon,oignon,"(0, 1, 0)",1,6
offelt,offert,offre,"(0, 1, 0)",1,6
octloi,octroi,octroi,"(0, 1, 0)",1,6
océagn,océan,océan,"(0, 1, 0)",1,6
occile,occire,occire,"(0, 1, 0)",1,6
obscul,obscur,obscur,"(0, 1, 0)",1,6
nwmphe,nymphe,nymphe,"(0, 1, 0)",1,6
numélo,numéro,numéro,"(0, 1, 0)",1,6
gnuage,nuage,nuage,"(0, 1, 0)",1,6
nowgat,nougat,nougat,"(0, 1, 0)",1,6
pubric,public,public,"(0, 1, 0)",1,6
psayme,psaume,psaume,"(0, 1, 0)",1,6
plopre,propre,propre,"(0, 1, 0)",1,6
plopos,propos,propos,"(0, 1, 0)",1,6
plompt,prompt,prompt,"(0, 1, 0)",1,6
plomet,promet,promettre,"(0, 1, 0)",1,6
plojet,projet,projet,"(0, 1, 0)",1,6
ngôtre,nôtre,nôtre,"(0, 1, 0)",1,6
ngonne,nonne,nonne,"(0, 1, 0)",1,6
gnièce,nièce,nièce,"(0, 1, 0)",1,6
mickel,nickel,nickel,"(0, 1, 0)",1,6
neveyx,neveux,neveux,"(0, 1, 0)",1,6
newtre,neutre,neutre,"(0, 1, 0)",1,6
mavire,navire,navire,"(0, 1, 0)",1,6
ngavet,navet,navet,"(0, 1, 0)",1,6
qwatre,quatre,quatre,"(0, 1, 0)",1,6
qualtz,quartz,quartz,"(0, 1, 0)",1,6
pyzzle,puzzle,puzzle,"(0, 1, 0)",1,6
pwtois,putois,putois,"(0, 1, 0)",1,6
pyrent,purent,puer,"(0, 1, 0)",1,6
puérir,puéril,puéril,"(0, 1, 0)",1,6
nawsée,nausée,nausée,"(0, 1, 0)",1,6
mature,nature,nature,"(0, 1, 0)",1,6
mattes,nattes,natte,"(0, 1, 0)",1,6
ngasse,nasse,nasse,"(0, 1, 0)",1,6
marine,narine,narine,"(0, 1, 0)",1,6
napaln,napalm,napalm,"(0, 1, 0)",1,6
gnabot,nabot,nabot,"(0, 1, 0)",1,6
gnythe,mythe,mythe,"(0, 1, 0)",1,6
mwtuel,mutuel,mutuel,"(0, 1, 0)",1,6
ladeau,radeau,radeau,"(0, 1, 0)",1,6
lacket,racket,racket,"(0, 1, 0)",1,6
lacine,racine,racine,"(0, 1, 0)",1,6
rabbim,rabbin,rabbin,"(0, 1, 0)",1,6
labais,rabais,rabais,"(0, 1, 0)",1,6
qwille,quille,quille,"(0, 1, 0)",1,6
qyérir,quérir,quérir,"(0, 1, 0)",1,6
nuséum,muséum,muséum,"(0, 1, 0)",1,6
moyeng,moyen,moyen,"(0, 1, 0)",1,6
moyton,mouton,mouton,"(0, 1, 0)",1,6
moulim,moulin,moulin,"(0, 1, 0)",1,6
mowise,mouise,mouise,"(0, 1, 0)",1,6
ngotte,motte,motte,"(0, 1, 0)",1,6
gnotif,motif,motif,"(0, 1, 0)",1,6
lapide,rapide,rapide,"(0, 1, 0)",1,6
lapace,rapace,rapace,"(0, 1, 0)",1,6
ramçon,rançon,rançon,"(0, 1, 0)",1,6
lagoût,ragoût,ragoût,"(0, 1, 0)",1,6
lagots,ragots,ragots,"(0, 1, 0)",1,6
lafiot,rafiot,rafiot,"(0, 1, 0)",1,6
laffut,raffut,raffut,"(0, 1, 0)",1,6
rafare,rafale,rafale,"(0, 1, 0)",1,6
ngorse,morse,morse,"(0, 1, 0)",1,6
ngorne,morne,morne,"(0, 1, 0)",1,6
morgye,morgue,morgue,"(0, 1, 0)",1,6
noment,moment,moment,"(0, 1, 0)",1,6
gnoite,moite,moite,"(0, 1, 0)",1,6
lecrue,recrue,recrue,"(0, 1, 0)",1,6
lecord,record,record,"(0, 1, 0)",1,6
lécifs,récifs,récifs,"(0, 1, 0)",1,6
récemt,récent,récent,"(0, 1, 0)",1,6
rebwts,rebuts,rebut,"(0, 1, 0)",1,6
lavier,ravier,ravier,"(0, 1, 0)",1,6
rawque,rauque,rauque,"(0, 1, 0)",1,6
râteay,râteau,râteau,"(0, 1, 0)",1,6
gnoine,moine,moine,"(0, 1, 0)",1,6
noelle,moelle,moelle,"(0, 1, 0)",1,6
gnodem,modem,modem,"(0, 1, 0)",1,6
ngoche,moche,moche,"(0, 1, 0)",1,6
ngixte,mixte,mixte,"(0, 1, 0)",1,6
misèle,misère,misère,"(0, 1, 0)",1,6
ngiros,miros,miros,"(0, 1, 0)",1,6
ninois,minois,minois,"(0, 1, 0)",1,6
minewr,mineur,mineur,"(0, 1, 0)",1,6
gninet,minet,minet,"(0, 1, 0)",1,6
rerief,relief,relief,"(0, 1, 0)",1,6
lelent,relent,relent,"(0, 1, 0)",1,6
rerais,relais,relai,"(0, 1, 0)",1,6
reigne,reine,reine,"(0, 1, 0)",1,6
legret,regret,regret,"(0, 1, 0)",1,6
leggae,reggae,reggae,"(0, 1, 0)",1,6
legard,regard,regard,"(0, 1, 0)",1,6
refyge,refuge,refuge,"(0, 1, 0)",1,6
leflet,reflet,reflet,"(0, 1, 0)",1,6
leçues,reçues,reçu,"(0, 1, 0)",1,6
nimosa,mimosa,mimosa,"(0, 1, 0)",1,6
nilord,milord,milord,"(0, 1, 0)",1,6
nignon,mignon,mignon,"(0, 1, 0)",1,6
ngiche,miche,miche,"(0, 1, 0)",1,6
gniaou,miaou,miaou,"(0, 1, 0)",1,6
ngètre,mètre,mètre,"(0, 1, 0)",1,6
lessac,ressac,ressac,"(0, 1, 0)",1,6
résoru,résolu,résoudre,"(0, 1, 0)",1,6
lésidu,résidu,résidu,"(0, 1, 0)",1,6
léseau,réseau,réseau,"(0, 1, 0)",1,6
lepens,repens,repentir,"(0, 1, 0)",1,6
lennes,rennes,rennes,"(0, 1, 0)",1,6
remard,renard,renard,"(0, 1, 0)",1,6
lemède,remède,remède,"(0, 1, 0)",1,6
gnétéo,météo,météo,"(0, 1, 0)",1,6
ngesse,messe,messe,"(0, 1, 0)",1,6
mellan,merlan,merlan,"(0, 1, 0)",1,6
ngerci,merci,merci,"(0, 1, 0)",1,6
nentor,mentor,mentor,"(0, 1, 0)",1,6
memton,menton,menton,"(0, 1, 0)",1,6
memthe,menthe,menthe,"(0, 1, 0)",1,6
lipper,ripper,ripper,"(0, 1, 0)",1,6
rinmel,rimmel,rimmel,"(0, 1, 0)",1,6
ligide,rigide,rigide,"(0, 1, 0)",1,6
rideay,rideau,rideau,"(0, 1, 0)",1,6
rictys,rictus,rictus,"(0, 1, 0)",1,6
rhunge,rhume,rhume,"(0, 1, 0)",1,6
révoly,révolu,révolu,"(0, 1, 0)",1,6
levers,revers,revers,"(0, 1, 0)",1,6
gnêmes,mêmes,même,"(0, 1, 0)",1,6
ngelon,melon,melon,"(0, 1, 0)",1,6
ngégot,mégot,mégot,"(0, 1, 0)",1,6
négalo,mégalo,mégalo,"(0, 1, 0)",1,6
nédocs,médocs,médocs,"(0, 1, 0)",1,6
nédias,médias,média,"(0, 1, 0)",1,6
ngèche,mèche,mèche,"(0, 1, 0)",1,6
gnayas,mayas,mayas,"(0, 1, 0)",1,6
naxime,maxime,maxime,"(0, 1, 0)",1,6
romams,romans,roman,"(0, 1, 0)",1,6
ronane,romane,romane,"(0, 1, 0)",1,6
lococo,rococo,rococo,"(0, 1, 0)",1,6
naudit,maudit,maudit,"(0, 1, 0)",1,6
gnatou,matou,matou,"(0, 1, 0)",1,6
mating,matin,matin,"(0, 1, 0)",1,6
gnatch,match,match,"(0, 1, 0)",1,6
masyre,masure,masure,"(0, 1, 0)",1,6
nastic,mastic,mastiquer,"(0, 1, 0)",1,6
mastel,master,master,"(0, 1, 0)",1,6
martur,martyr,martyr,"(0, 1, 0)",1,6
malron,marron,marron,"(0, 1, 0)",1,6
narmot,marmot,marmot,"(0, 1, 0)",1,6
gnarge,marge,marge,"(0, 1, 0)",1,6
gnardi,mardi,mardi,"(0, 1, 0)",1,6
malbre,marbre,marbre,"(0, 1, 0)",1,6
manoil,manoir,manoir,"(0, 1, 0)",1,6
nanche,manche,manche,"(0, 1, 0)",1,6
ngaman,maman,maman,"(0, 1, 0)",1,6
ngaire,maire,maire,"(0, 1, 0)",1,6
rowsse,rousse,roux,"(0, 1, 0)",1,6
roture,rotule,rotule,"(0, 1, 0)",1,6
roseay,roseau,roseau,"(0, 1, 0)",1,6
losbif,rosbif,rosbif,"(0, 1, 0)",1,6
loquet,roquet,roquet,"(0, 1, 0)",1,6
romron,ronron,ronron,"(0, 1, 0)",1,6
ngagot,magot,magot,"(0, 1, 0)",1,6
gnages,mages,mage,"(0, 1, 0)",1,6
ngafia,mafia,mafia,"(0, 1, 0)",1,6
ngaçon,maçon,maçon,"(0, 1, 0)",1,6
gnacho,macho,macho,"(0, 1, 0)",1,6
naboul,maboul,maboul,"(0, 1, 0)",1,6
lutims,lutins,lutins,"(0, 1, 0)",1,6
lwette,luette,luette,"(0, 1, 0)",1,6
sarami,salami,salami,"(0, 1, 0)",1,6
sarade,salade,salade,"(0, 1, 0)",1,6
saisom,saison,saison,"(0, 1, 0)",1,6
saflan,safran,safran,"(0, 1, 0)",1,6
safali,safari,safari,"(0, 1, 0)",1,6
sabold,sabord,sabord,"(0, 1, 0)",1,6
sabres,sables,sable,"(0, 1, 0)",1,6
rystre,rustre,rustre,"(0, 1, 0)",1,6
rwraux,ruraux,ruraux,"(0, 1, 0)",1,6
rymeur,rumeur,rumeur,"(0, 1, 0)",1,6
lycide,lucide,lucide,"(0, 1, 0)",1,6
loutle,loutre,loutre,"(0, 1, 0)",1,6
rourde,lourde,lourd,"(0, 1, 0)",1,6
roulou,loulou,loulou,"(0, 1, 0)",1,6
rotion,lotion,lotion,"(0, 1, 0)",1,6
roquet,loquet,loquet,"(0, 1, 0)",1,6
logngs,longs,long,"(0, 1, 0)",1,6
loisil,loisir,loisir,"(0, 1, 0)",1,6
saunga,sauna,sauna,"(0, 1, 0)",1,6
sature,satyre,satyre,"(0, 1, 0)",1,6
sating,satin,satin,"(0, 1, 0)",1,6
sapign,sapin,sapin,"(0, 1, 0)",1,6
saphil,saphir,saphir,"(0, 1, 0)",1,6
roggia,loggia,loggia,"(0, 1, 0)",1,6
rivide,livide,livide,"(0, 1, 0)",1,6
ripide,lipide,lipide,"(0, 1, 0)",1,6
rimbes,limbes,limbes,"(0, 1, 0)",1,6
rimace,limace,limace,"(0, 1, 0)",1,6
lignge,ligne,ligne,"(0, 1, 0)",1,6
lièvle,lièvre,lièvre,"(0, 1, 0)",1,6
serect,select,select,"(0, 1, 0)",1,6
séjoul,séjour,séjour,"(0, 1, 0)",1,6
séisne,séisme,séisme,"(0, 1, 0)",1,6
seclet,secret,secret,"(0, 1, 0)",1,6
secomd,second,second,"(0, 1, 0)",1,6
séamce,séance,séance,"(0, 1, 0)",1,6
sclibe,scribe,scribe,"(0, 1, 0)",1,6
scègne,scène,scène,"(0, 1, 0)",1,6
savong,savon,savon,"(0, 1, 0)",1,6
saveul,saveur,saveur,"(0, 1, 0)",1,6
riesse,liesse,liesse,"(0, 1, 0)",1,6
lielre,lierre,lierre,"(0, 1, 0)",1,6
ribido,libido,libido,"(0, 1, 0)",1,6
liagne,liane,liane,"(0, 1, 0)",1,6
rézard,lézard,lézard,"(0, 1, 0)",1,6
rettre,lettre,lettre,"(0, 1, 0)",1,6
shamam,shaman,shaman,"(0, 1, 0)",1,6
sévèle,sévère,sévère,"(0, 1, 0)",1,6
sérung,sérum,sérum,"(0, 1, 0)",1,6
selmon,sermon,sermon,"(0, 1, 0)",1,6
sereim,serein,serein,"(0, 1, 0)",1,6
sélail,sérail,sérail,"(0, 1, 0)",1,6
sénire,sénile,sénile,"(0, 1, 0)",1,6
sérect,sélect,sélect,"(0, 1, 0)",1,6
légiom,légion,légion,"(0, 1, 0)",1,6
régale,légale,légal,"(0, 1, 0)",1,6
reader,leader,leader,"(0, 1, 0)",1,6
ravabo,lavabo,lavabo,"(0, 1, 0)",1,6
latimo,latino,latino,"(0, 1, 0)",1,6
latign,latin,latin,"(0, 1, 0)",1,6
lascal,lascar,lascar,"(0, 1, 0)",1,6
lalynx,larynx,larynx,"(0, 1, 0)",1,6
sralom,slalom,slalom,"(0, 1, 0)",1,6
siphom,siphon,siphon,"(0, 1, 0)",1,6
sigmal,signal,signal,"(0, 1, 0)",1,6
siècre,siècle,siècle,"(0, 1, 0)",1,6
shélif,shérif,shérif,"(0, 1, 0)",1,6
rarcin,larcin,larcin,"(0, 1, 0)",1,6
lalbin,larbin,larbin,"(0, 1, 0)",1,6
lapsys,lapsus,lapsus,"(0, 1, 0)",1,6
lapong,lapon,lapon,"(0, 1, 0)",1,6
lapign,lapin,lapin,"(0, 1, 0)",1,6
langye,langue,langue,"(0, 1, 0)",1,6
ranges,langes,lange,"(0, 1, 0)",1,6
lamdau,landau,landau,"(0, 1, 0)",1,6
laitwe,laitue,laitue,"(0, 1, 0)",1,6
raiton,laiton,laiton,"(0, 1, 0)",1,6
laïqye,laïque,laïque,"(0, 1, 0)",1,6
lainge,laine,laine,"(0, 1, 0)",1,6
soride,solide,solide,"(0, 1, 0)",1,6
soreil,soleil,soleil,"(0, 1, 0)",1,6
sordes,soldes,solde,"(0, 1, 0)",1,6
sordat,soldat,soldat,"(0, 1, 0)",1,6
sodiun,sodium,sodium,"(0, 1, 0)",1,6
lagwne,lagune,lagune,"(0, 1, 0)",1,6
lagong,lagon,lagon,"(0, 1, 0)",1,6
rabour,labour,labourer,"(0, 1, 0)",1,6
rabeur,labeur,labor,"(0, 1, 0)",1,6
kalaté,karaté,karaté,"(0, 1, 0)",1,6
jwstes,justes,juste,"(0, 1, 0)",1,6
juniol,junior,junior,"(0, 1, 0)",1,6
jyngle,jungle,jungle,"(0, 1, 0)",1,6
jwment,jument,jument,"(0, 1, 0)",1,6
jowjou,joujou,joujou,"(0, 1, 0)",1,6
joings,joins,joindre,"(0, 1, 0)",1,6
soyrce,source,source,"(0, 1, 0)",1,6
soupre,souple,souple,"(0, 1, 0)",1,6
soupil,soupir,soupir,"(0, 1, 0)",1,6
soymet,soumet,soumettre,"(0, 1, 0)",1,6
soufle,soufre,soufre,"(0, 1, 0)",1,6
sowche,souche,souche,"(0, 1, 0)",1,6
jetogn,jeton,jeton,"(0, 1, 0)",1,6
jalgon,jargon,jargon,"(0, 1, 0)",1,6
jardim,jardin,jardin,"(0, 1, 0)",1,6
jagnbe,jambe,jambe,"(0, 1, 0)",1,6
jalong,jalon,jalon,"(0, 1, 0)",1,6
jagual,jaguar,jaguar,"(0, 1, 0)",1,6
ivoile,ivoire,ivoire,"(0, 1, 0)",1,6
islagn,islam,islam,"(0, 1, 0)",1,6
stlict,strict,strict,"(0, 1, 0)",1,6
stless,stress,stress,"(0, 1, 0)",1,6
stéléo,stéréo,stéréo,"(0, 1, 0)",1,6
statyt,statut,statut,"(0, 1, 0)",1,6
stagnd,stand,stand,"(0, 1, 0)",1,6
stabre,stable,stable,"(0, 1, 0)",1,6
sqyare,square,square,"(0, 1, 0)",1,6
sphèle,sphère,sphère,"(0, 1, 0)",1,6
spasne,spasme,spasme,"(0, 1, 0)",1,6
intrws,intrus,intrus,"(0, 1, 0)",1,6
imtact,intact,intact,"(0, 1, 0)",1,6
injule,injure,injure,"(0, 1, 0)",1,6
infine,infime,infime,"(0, 1, 0)",1,6
inelte,inerte,inerte,"(0, 1, 0)",1,6
imdice,indice,indice,"(0, 1, 0)",1,6
ingpôt,impôt,impôt,"(0, 1, 0)",1,6
idyrle,idylle,idylle,"(0, 1, 0)",1,6
icôgne,icône,icône,"(0, 1, 0)",1,6
surtan,sultan,sultan,"(0, 1, 0)",1,6
swisse,suisse,suisse,"(0, 1, 0)",1,6
swccès,succès,succès,"(0, 1, 0)",1,6
subtir,subtil,subtil,"(0, 1, 0)",1,6
sybite,subite,subite,"(0, 1, 0)",1,6
stwles,styles,style,"(0, 1, 0)",1,6
stwdio,studio,studio,"(0, 1, 0)",1,6
stling,string,string,"(0, 1, 0)",1,6
hymour,humour,humour,"(0, 1, 0)",1,6
hunide,humide,humide,"(0, 1, 0)",1,6
humeul,humeur,humeur,"(0, 1, 0)",1,6
humbre,humble,humble,"(0, 1, 0)",1,6
hymain,humain,humain,"(0, 1, 0)",1,6
hwître,huître,huître,"(0, 1, 0)",1,6
huires,huiles,huile,"(0, 1, 0)",1,6
hubrot,hublot,hublot,"(0, 1, 0)",1,6
howsse,housse,housse,"(0, 1, 0)",1,6
houlra,hourra,hourra,"(0, 1, 0)",1,6
tarion,talion,talion,"(0, 1, 0)",1,6
tailai,tairai,taire,"(0, 1, 0)",1,6
syngpa,sympa,sympathie,"(0, 1, 0)",1,6
sverte,svelte,svelte,"(0, 1, 0)",1,6
syture,suture,suture,"(0, 1, 0)",1,6
sulsis,sursis,sursis,"(0, 1, 0)",1,6
swreau,sureau,sureau,"(0, 1, 0)",1,6
hornis,hormis,hormis,"(0, 1, 0)",1,6
hoqyet,hoquet,hoquet,"(0, 1, 0)",1,6
hognte,honte,honte,"(0, 1, 0)",1,6
hognme,homme,homme,"(0, 1, 0)",1,6
homald,homard,homard,"(0, 1, 0)",1,6
hilale,hilare,hilare,"(0, 1, 0)",1,6
hétélo,hétéro,hétéro,"(0, 1, 0)",1,6
taydis,taudis,taudis,"(0, 1, 0)",1,6
talots,tarots,tarots,"(0, 1, 0)",1,6
tagnte,tante,tante,"(0, 1, 0)",1,6
tangin,tanin,tanin,"(0, 1, 0)",1,6
tamowl,tamoul,tamoul,"(0, 1, 0)",1,6
tangis,tamis,tamis,"(0, 1, 0)",1,6
helnie,hernie,hernie,"(0, 1, 0)",1,6
hérium,hélium,hélium,"(0, 1, 0)",1,6
hérice,hélice,hélice,"(0, 1, 0)",1,6
hébleu,hébreu,hébreu,"(0, 1, 0)",1,6
hasald,hasard,hasard,"(0, 1, 0)",1,6
halpie,harpie,harpie,"(0, 1, 0)",1,6
halgne,hargne,hargne,"(0, 1, 0)",1,6
haremg,hareng,hareng,"(0, 1, 0)",1,6
tholax,thorax,thorax,"(0, 1, 0)",1,6
thègne,thème,thème,"(0, 1, 0)",1,6
teltre,tertre,tertre,"(0, 1, 0)",1,6
tergne,terne,terne,"(0, 1, 0)",1,6
tengue,tenue,tenue,"(0, 1, 0)",1,6
tegnps,temps,temps,"(0, 1, 0)",1,6
tempre,temple,temple,"(0, 1, 0)",1,6
tecker,teckel,teckel,"(0, 1, 0)",1,6
hamgar,hangar,hangar,"(0, 1, 0)",1,6
hameaw,hameau,hameau,"(0, 1, 0)",1,6
hagnac,hamac,hamac,"(0, 1, 0)",1,6
hartes,haltes,halte,"(0, 1, 0)",1,6
hagald,hagard,hagard,"(0, 1, 0)",1,6
habire,habile,habile,"(0, 1, 0)",1,6
gwilde,guilde,guilde,"(0, 1, 0)",1,6
guelre,guerre,guerre,"(0, 1, 0)",1,6
gyenon,guenon,guenon,"(0, 1, 0)",1,6
glotte,grotte,grotte,"(0, 1, 0)",1,6
glosse,grosse,gros,"(0, 1, 0)",1,6
groing,groin,groin,"(0, 1, 0)",1,6
glives,grives,grives,"(0, 1, 0)",1,6
gledin,gredin,gredin,"(0, 1, 0)",1,6
gratim,gratin,gratin,"(0, 1, 0)",1,6
glasse,grasse,gras,"(0, 1, 0)",1,6
tomdre,tondre,tondre,"(0, 1, 0)",1,6
toisom,toison,toison,"(0, 1, 0)",1,6
towtou,toutou,toutou,"(0, 1, 0)",1,6
toulte,tourte,tourte,"(0, 1, 0)",1,6
toyrbe,tourbe,tourbe,"(0, 1, 0)",1,6
towpie,toupie,toupie,"(0, 1, 0)",1,6
toypet,toupet,toupet,"(0, 1, 0)",1,6
towffe,touffe,touffe,"(0, 1, 0)",1,6
toybib,toubib,toubib,"(0, 1, 0)",1,6
toltue,tortue,tortue,"(0, 1, 0)",1,6
tolero,torero,torero,"(0, 1, 0)",1,6
glappe,grappe,grappe,"(0, 1, 0)",1,6
glanit,granit,granit,"(0, 1, 0)",1,6
glange,grange,grange,"(0, 1, 0)",1,6
granme,gramme,gramme,"(0, 1, 0)",1,6
