Pseudoword,Word,Lemma,prs,n_morphemes,Length
dépaltir,départir,départ,"(0, 1, 1)",2,8
degnture,denture,dent,"(0, 1, 1)",2,8
demtiste,dentiste,dent,"(0, 1, 1)",2,8
degntier,dentier,dent,"(0, 1, 1)",2,8
dentaile,dentaire,dent,"(0, 1, 1)",2,8
dengsité,densité,dense,"(0, 1, 1)",2,8
demagnda,demanda,demande,"(0, 1, 1)",2,8
déliramt,délirant,délire,"(0, 1, 1)",2,8
dération,délation,délat,"(0, 1, 1)",2,8
imstable,instable,stable,"(1, 1, 0)",2,8
imhabité,inhabité,habiter,"(1, 1, 0)",2,8
plémunie,prémunie,munir,"(1, 1, 0)",2,8
défiamce,défiance,défi,"(0, 1, 1)",2,8
décarage,décalage,décal,"(0, 1, 1)",2,8
chanbrée,chambrée,chambre,"(0, 1, 1)",2,8
cerveret,cervelet,cerveau,"(0, 1, 1)",2,8
celvelas,cervelas,cerveau,"(0, 1, 1)",2,8
celisier,cerisier,cerise,"(0, 1, 1)",2,8
célébral,cérébral,cerveau,"(0, 1, 1)",2,8
centupre,centuple,cent,"(0, 1, 1)",2,8
cengtral,central,centre,"(0, 1, 1)",2,8
cendlier,cendrier,cendre,"(0, 1, 1)",2,8
cendlées,cendrées,cendre,"(0, 1, 1)",2,8
célélité,célérité,célér,"(0, 1, 1)",2,8
ceintule,ceinture,ceindre,"(0, 1, 1)",2,8
cavaliel,cavalier,cheval,"(0, 1, 1)",2,8
cavareur,cavaleur,cavaler,"(0, 1, 1)",2,8
charngel,charnel,chair,"(0, 1, 1)",2,8
charmeyr,charmeur,charme,"(0, 1, 1)",2,8
chalmant,charmant,charme,"(0, 1, 1)",2,8
chargewr,chargeur,charge,"(0, 1, 1)",2,8
alliamce,alliance,lier,"(1, 1, 1)",3,8
afflwant,affluant,flux,"(1, 1, 1)",3,8
affelmir,affermir,ferme,"(1, 1, 1)",3,8
affaibri,affaibli,faible,"(1, 1, 1)",3,8
débwtant,débutant,début,"(0, 1, 1)",2,8
débytait,débutait,début,"(0, 1, 1)",2,8
dangcing,dancing,dance,"(0, 1, 1)",2,8
cygnique,cynique,cyn,"(0, 1, 1)",2,8
cymiques,cyniques,cyn,"(0, 1, 1)",2,8
cycriste,cycliste,cycle,"(0, 1, 1)",2,8
cuclisme,cyclisme,cycle,"(0, 1, 1)",2,8
curabres,curables,cure,"(0, 1, 1)",2,8
clinière,crinière,crin,"(0, 1, 1)",2,8
accurait,acculait,cul,"(1, 1, 1)",3,8
acclocha,accrocha,croche,"(1, 1, 1)",3,8
accowché,accouché,coucher,"(1, 1, 1)",3,8
accostel,accoster,cost,"(1, 1, 1)",3,8
accéréra,accéléra,célér,"(1, 1, 1)",3,8
posthune,posthume,humer,"(1, 1, 0)",2,8
pernguté,permuté,muter,"(1, 1, 0)",2,8
parsengé,parsemé,semer,"(1, 1, 0)",2,8
palcourt,parcourt,court,"(1, 1, 0)",2,8
nonotone,monotone,ton,"(1, 1, 0)",2,8
gnéfaits,méfaits,faire,"(1, 1, 0)",2,8
cwpidité,cupidité,cupide,"(0, 1, 1)",2,8
cwlturel,culturel,culture,"(0, 1, 1)",2,8
curotter,culotter,culotte,"(0, 1, 1)",2,8
chasseyr,chasseur,chasse,"(0, 1, 1)",2,8
crédibre,crédible,crédit,"(0, 1, 1)",2,8
cléature,créature,créer,"(0, 1, 1)",2,8
chrétiem,chrétien,christ,"(0, 1, 1)",2,8
choqwait,choquait,choc,"(0, 1, 1)",2,8
chôgneur,chômeur,chômer,"(0, 1, 1)",2,8
chingois,chinois,chine,"(0, 1, 1)",2,8
chevreaw,chevreau,chèvre,"(0, 1, 1)",2,8
chéqyier,chéquier,chèque,"(0, 1, 1)",2,8
cyirassé,cuirassé,cuirasse,"(0, 1, 1)",2,8
clucifié,crucifié,crucifix,"(0, 1, 1)",2,8
cloyable,croyable,croire,"(0, 1, 1)",2,8
cloquant,croquant,croquer,"(0, 1, 1)",2,8
cloiseur,croiseur,croix,"(0, 1, 1)",2,8
cloisade,croisade,croix,"(0, 1, 1)",2,8
clochées,crochées,croche,"(0, 1, 1)",2,8
critiqwé,critiqué,critique,"(0, 1, 1)",2,8
cowtelas,coutelas,couteau,"(0, 1, 1)",2,8
coultois,courtois,court,"(0, 1, 1)",2,8
coultier,courtier,court,"(0, 1, 1)",2,8
civirité,civilité,civil,"(0, 1, 1)",2,8
civirisé,civilisé,civil,"(0, 1, 1)",2,8
ciselule,ciselure,ciseau,"(0, 1, 1)",2,8
appalent,apparent,paraître,"(1, 1, 1)",3,8
revoywre,revoyure,voy,"(1, 1, 1)",3,8
climinel,criminel,crime,"(0, 1, 1)",2,8
recowcha,recoucha,coucher,"(1, 1, 0)",2,8
lecharge,recharge,charge,"(1, 1, 0)",2,8
lebiffai,rebiffai,biffer,"(1, 1, 0)",2,8
lavalait,ravalait,avaler,"(1, 1, 0)",2,8
lattrapa,rattrapa,attraper,"(1, 1, 0)",2,8
proclana,proclama,clamer,"(1, 1, 0)",2,8
plessens,pressens,sentir,"(1, 1, 0)",2,8
coronisé,colonisé,colon,"(0, 1, 1)",2,8
colomial,colonial,colon,"(0, 1, 1)",2,8
coléreyx,coléreux,colère,"(0, 1, 1)",2,8
coiffule,coiffure,coiffe,"(0, 1, 1)",2,8
coiffeul,coiffeur,coiffe,"(0, 1, 1)",2,8
cocufiel,cocufier,cocu,"(0, 1, 1)",2,8
cochomné,cochonné,cochon,"(0, 1, 1)",2,8
crochait,clochait,cloche,"(0, 1, 1)",2,8
classeul,classeur,classe,"(0, 1, 1)",2,8
crassait,classait,classe,"(0, 1, 1)",2,8
crapotis,clapotis,clapot,"(0, 1, 1)",2,8
cléateur,créateur,créer,"(0, 1, 1)",2,8
crângien,crânien,crâne,"(0, 1, 1)",2,8
clâneurs,crâneurs,crâne,"(0, 1, 1)",2,8
couvlant,couvrant,couvr,"(0, 1, 1)",2,8
coûteyse,coûteuse,coût,"(0, 1, 1)",2,8
corossal,colossal,colosse,"(0, 1, 1)",2,8
cololait,colorait,couleur,"(0, 1, 1)",2,8
regnégat,renégat,nier,"(1, 1, 1)",3,8
lecodage,recodage,code,"(1, 1, 1)",3,8
léaction,réaction,acte,"(1, 1, 1)",3,8
léacteur,réacteur,acte,"(1, 1, 1)",3,8
coultage,courtage,court,"(0, 1, 1)",2,8
cowrsive,coursive,courir,"(0, 1, 1)",2,8
coyrsier,coursier,courir,"(0, 1, 1)",2,8
coulette,courette,courir,"(0, 1, 1)",2,8
coyperet,couperet,couper,"(0, 1, 1)",2,8
coupangt,coupant,couper,"(0, 1, 1)",2,8
coychage,couchage,coucher,"(0, 1, 1)",2,8
cosmiqye,cosmique,cosm,"(0, 1, 1)",2,8
remognta,remonta,monter,"(1, 1, 0)",2,8
renisait,remisait,misait,"(1, 1, 0)",2,8
lemarque,remarque,marque,"(1, 1, 0)",2,8
regnania,remania,manier,"(1, 1, 0)",2,8
relégwai,reléguai,léguer,"(1, 1, 0)",2,8
legrimpa,regrimpa,grimper,"(1, 1, 0)",2,8
légénéré,régénéré,générer,"(1, 1, 0)",2,8
regagnga,regagna,gagner,"(1, 1, 0)",2,8
réfrègne,réfrène,frène,"(1, 1, 0)",2,8
refergna,referma,fermer,"(1, 1, 0)",2,8
ledressa,redressa,dresser,"(1, 1, 0)",2,8
lecrache,recrache,cracher,"(1, 1, 0)",2,8
colnette,cornette,corne,"(0, 1, 1)",2,8
coldages,cordages,corde,"(0, 1, 1)",2,8
coqueret,coquelet,coque,"(0, 1, 1)",2,8
conédien,comédien,comédie,"(0, 1, 1)",2,8
comblamt,comblant,comble,"(0, 1, 1)",2,8
combrait,comblait,comble,"(0, 1, 1)",2,8
comforta,conforta,confort,"(0, 1, 1)",2,8
rhabirle,rhabille,habiller,"(1, 1, 0)",2,8
retroyva,retrouva,trouver,"(1, 1, 0)",2,8
letoucha,retoucha,toucher,"(1, 1, 0)",2,8
lesurgir,resurgir,surgir,"(1, 1, 0)",2,8
lessorte,ressorte,sorte,"(1, 1, 0)",2,8
lepoussa,repoussa,pousser,"(1, 1, 0)",2,8
repronge,replonge,plonger,"(1, 1, 0)",2,8
repauait,repayait,payer,"(1, 1, 0)",2,8
lenverra,renverra,envoyer,"(1, 1, 0)",2,8
contesse,comtesse,comte,"(0, 1, 1)",2,8
plovenir,provenir,venir,"(1, 1, 1)",3,8
évemtail,éventail,vent,"(1, 1, 1)",3,8
effwsion,effusion,être,"(1, 1, 1)",3,8
avelsion,aversion,verse,"(1, 1, 1)",3,8
commynal,communal,commun,"(0, 1, 1)",2,8
échéamce,échéance,échoir,"(0, 1, 1)",2,8
notaliat,notariat,note,"(0, 1, 2)",3,8
mévrosée,névrosée,nerf,"(0, 1, 2)",3,8
pelsillé,persillé,persil,"(0, 1, 1)",2,8
pelfidie,perfidie,perfide,"(0, 1, 1)",2,8
pourette,poulette,poule,"(0, 1, 1)",2,8
powdrier,poudrier,poudre,"(0, 1, 1)",2,8
postiels,postiers,poste,"(0, 1, 1)",2,8
posémemt,posément,poser,"(0, 1, 1)",2,8
portiqye,portique,porte,"(0, 1, 1)",2,8
poltière,portière,porte,"(0, 1, 1)",2,8
poltatif,portatif,porter,"(0, 1, 1)",2,8
poltable,portable,porter,"(0, 1, 1)",2,8
pétlifié,pétrifié,pétr,"(0, 1, 1)",2,8
pelverti,perverti,pervers,"(0, 1, 1)",2,8
piqyeuse,piqueuse,piquer,"(0, 1, 1)",2,8
piagnota,pianota,piano,"(0, 1, 1)",2,8
althrite,arthrite,arthr,"(0, 1, 1)",2,8
blaileau,blaireau,blair,"(0, 1, 1)",2,8
blacelet,bracelet,brac,"(0, 1, 1)",2,8
buirding,building,build,"(0, 1, 1)",2,8
tliplait,triplait,tri,"(0, 1, 2)",3,8
cafétélia,cafétéria,café,"(0, 1, 1)",2,9
bénéfiqwe,bénéfique,bénéfice,"(0, 1, 1)",2,9
bandelole,banderole,bande,"(0, 1, 1)",2,9
balleline,ballerine,ballet,"(0, 1, 1)",2,9
audiengce,audience,audio,"(0, 1, 1)",2,9
almoiries,armoiries,armoire,"(0, 1, 1)",2,9
argumegnt,argument,arguer,"(0, 1, 1)",2,9
piagniste,pianiste,piano,"(0, 1, 1)",2,9
piairlant,piaillant,piailler,"(0, 1, 1)",2,9
pétlolier,pétrolier,pétrole,"(0, 1, 1)",2,9
citaderle,citadelle,cité,"(0, 1, 1)",2,9
champêtle,champêtre,champ,"(0, 1, 1)",2,9
cavarcade,cavalcade,cheval,"(0, 1, 1)",2,9
capeligne,capeline,cape,"(0, 1, 1)",2,9
aqwarelle,aquarelle,aqua,"(0, 1, 1)",2,9
antérieyr,antérieur,antér,"(0, 1, 1)",2,9
cogntacte,contacte,contact,"(0, 1, 1)",2,9
comnexion,connexion,connecter,"(0, 1, 1)",2,9
comifères,conifères,cône,"(0, 1, 1)",2,9
confysion,confusion,confus,"(0, 1, 1)",2,9
comfiseur,confiseur,confit,"(0, 1, 1)",2,9
concoulir,concourir,concours,"(0, 1, 1)",2,9
conciliel,concilier,concile,"(0, 1, 1)",2,9
letrempai,retrempai,tremper,"(1, 1, 0)",2,9
lessoudée,ressoudée,souder,"(1, 1, 0)",2,9
ressembra,ressembla,sembler,"(1, 1, 0)",2,9
lessaisie,ressaisie,saisir,"(1, 1, 0)",2,9
repemsant,repensant,penser,"(1, 1, 0)",2,9
lepeindre,repeindre,peindre,"(1, 1, 0)",2,9
concentla,concentra,concentrer,"(0, 1, 1)",2,9
congptoir,comptoir,compter,"(0, 1, 1)",2,9
congpteur,compteur,compter,"(0, 1, 1)",2,9
comptabre,comptable,compter,"(0, 1, 1)",2,9
composeyr,composeur,composer,"(0, 1, 1)",2,9
composamt,composant,composer,"(0, 1, 1)",2,9
congpléta,compléta,complet,"(0, 1, 1)",2,9
plovenant,provenant,venir,"(1, 1, 1)",3,9
extemsion,extension,tendre,"(1, 1, 1)",3,9
avènenent,avènement,venir,"(1, 1, 1)",3,9
syrestimé,surestimé,estimer,"(1, 1, 0)",2,9
syrcharge,surcharge,charge,"(1, 1, 0)",2,9
conmodité,commodité,commode,"(0, 1, 1)",2,9
léessayer,réessayer,essayer,"(1, 1, 0)",2,9
ledémarre,redémarre,démarrer,"(1, 1, 0)",2,9
convursif,convulsif,convulser,"(0, 1, 1)",2,9
congmanda,commanda,commande,"(0, 1, 1)",2,9
coronnade,colonnade,colonne,"(0, 1, 1)",2,9
lépulsion,répulsion,puls,"(1, 1, 1)",3,9
leporters,reporters,porter,"(1, 1, 1)",3,9
leportage,reportage,porter,"(1, 1, 1)",3,9
lepassage,repassage,passe,"(1, 1, 1)",3,9
rémissiom,rémission,mettre,"(1, 1, 1)",3,9
cowrroucé,courroucé,courroux,"(0, 1, 1)",2,9
cowchette,couchette,coucher,"(0, 1, 1)",2,9
cotonneyx,cotonneux,coton,"(0, 1, 1)",2,9
cotomnade,cotonnade,coton,"(0, 1, 1)",2,9
côterette,côtelette,côte,"(0, 1, 1)",2,9
corpurent,corpulent,corps,"(0, 1, 1)",2,9
corlectif,collectif,collecter,"(0, 1, 1)",2,9
crochette,clochette,cloche,"(0, 1, 1)",2,9
clinatisé,climatisé,climat,"(0, 1, 1)",2,9
crientèle,clientèle,client,"(0, 1, 1)",2,9
clalifier,clarifier,clair,"(0, 1, 1)",2,9
créationg,création,créer,"(0, 1, 1)",2,9
crayewses,crayeuses,craie,"(0, 1, 1)",2,9
crasseyse,crasseuse,crasse,"(0, 1, 1)",2,9
crapwleux,crapuleux,crapule,"(0, 1, 1)",2,9
clânement,crânement,crâne,"(0, 1, 1)",2,9
craigntif,craintif,craindre,"(0, 1, 1)",2,9
cowturier,couturier,couture,"(0, 1, 1)",2,9
coutumiel,coutumier,coutume,"(0, 1, 1)",2,9
clailière,clairière,clair,"(0, 1, 1)",2,9
citatiogn,citation,citer,"(0, 1, 1)",2,9
cigntrait,cintrait,cintre,"(0, 1, 1)",2,9
cinqyième,cinquième,cinq,"(0, 1, 1)",2,9
cimglante,cinglante,cingle,"(0, 1, 1)",2,9
syngétrie,symétrie,mètre,"(1, 1, 1)",3,9
sulbookée,surbookée,book,"(1, 1, 1)",3,9
souteneul,souteneur,tenir,"(1, 1, 1)",3,9
levendeur,revendeur,vendre,"(1, 1, 1)",3,9
cingéaste,cinéaste,cinéma,"(0, 1, 1)",2,9
cirlement,cillement,cil,"(0, 1, 1)",2,9
lecouvert,recouvert,couvert,"(1, 1, 0)",2,9
lechigner,rechigner,chigner,"(1, 1, 0)",2,9
lassembla,rassembla,assembler,"(1, 1, 0)",2,9
ragnimant,ranimant,animer,"(1, 1, 0)",2,9
crégnière,crémière,crème,"(0, 1, 1)",2,9
crégneuse,crémeuse,crème,"(0, 1, 1)",2,9
cigalette,cigarette,cigare,"(0, 1, 1)",2,9
chwchotis,chuchotis,chuchoter,"(0, 1, 1)",2,9
cholistes,choristes,choeur,"(0, 1, 1)",2,9
chingiste,chimiste,chimie,"(0, 1, 1)",2,9
chingique,chimique,chimie,"(0, 1, 1)",2,9
cheverure,chevelure,cheveux,"(0, 1, 1)",2,9
chelcheur,chercheur,chercher,"(0, 1, 1)",2,9
chenisier,chemisier,chemise,"(0, 1, 1)",2,9
chegninot,cheminot,chemin,"(0, 1, 1)",2,9
cheninant,cheminant,chemin,"(0, 1, 1)",2,9
cwistance,cuistance,cuisine,"(0, 1, 1)",2,9
cuisiniel,cuisinier,cuisine,"(0, 1, 1)",2,9
cuirlerée,cuillerée,cuillère,"(0, 1, 1)",2,9
croyangce,croyance,croire,"(0, 1, 1)",2,9
croissamt,croissant,croître,"(0, 1, 1)",2,9
cloisière,croisière,croix,"(0, 1, 1)",2,9
cloisette,croisette,croix,"(0, 1, 1)",2,9
chawssure,chaussure,chausser,"(0, 1, 1)",2,9
chawssons,chaussons,chausser,"(0, 1, 1)",2,9
chawsseur,chausseur,chausser,"(0, 1, 1)",2,9
achegnina,achemina,chemin,"(1, 1, 1)",3,9
achalnant,acharnant,chair,"(1, 1, 1)",3,9
accowtumé,accoutumé,coutume,"(1, 1, 1)",3,9
accoudoil,accoudoir,coude,"(1, 1, 1)",3,9
accrimate,acclimate,climat,"(1, 1, 1)",3,9
accalgnie,accalmie,calme,"(1, 1, 1)",3,9
chaumièle,chaumière,chaume,"(0, 1, 1)",2,9
chayffard,chauffard,chaud,"(0, 1, 1)",2,9
plémédité,prémédité,méditer,"(1, 1, 0)",2,9
péninsure,péninsule,île,"(1, 1, 0)",2,9
paraplwie,parapluie,pluie,"(1, 1, 0)",2,9
palachute,parachute,chute,"(1, 1, 0)",2,9
mognopole,monopole,pole,"(1, 1, 0)",2,9
ngonogame,monogame,game,"(1, 1, 0)",2,9
méplenant,méprenant,prendre,"(1, 1, 0)",2,9
chayffage,chauffage,chaud,"(0, 1, 1)",2,9
châterain,châtelain,château,"(0, 1, 1)",2,9
arléchant,alléchant,lécher,"(1, 1, 1)",3,9
agglavait,aggravait,grave,"(1, 1, 1)",3,9
affolangt,affolant,fou,"(1, 1, 1)",3,9
affruence,affluence,flux,"(1, 1, 1)",3,9
chapitlée,chapitrée,chapitre,"(0, 1, 1)",2,9
débiteuls,débiteurs,débit,"(0, 1, 1)",2,9
débirités,débilités,débile,"(0, 1, 1)",2,9
débawchée,débauchée,débauche,"(0, 1, 1)",2,9
dammation,damnation,damner,"(0, 1, 1)",2,9
dadaïsgne,dadaïsme,dada,"(0, 1, 1)",2,9
cycrables,cyclables,cycle,"(0, 1, 1)",2,9
culiosité,curiosité,curieux,"(0, 1, 1)",2,9
défimitif,définitif,définir,"(0, 1, 1)",2,9
déféregnt,déférent,déférer,"(0, 1, 1)",2,9
défélence,déférence,déférer,"(0, 1, 1)",2,9
défengsif,défensif,défendre,"(0, 1, 1)",2,9
défenseyr,défenseur,défendre,"(0, 1, 1)",2,9
dédwction,déduction,déduire,"(0, 1, 1)",2,9
décolatif,décoratif,décor,"(0, 1, 1)",2,9
déclimant,déclinant,déclin,"(0, 1, 1)",2,9
décisiogn,décision,décider,"(0, 1, 1)",2,9
déchilure,déchirure,déchirer,"(0, 1, 1)",2,9
décevangt,décevant,décevoir,"(0, 1, 1)",2,9
déceptiom,déception,décevoir,"(0, 1, 1)",2,9
décerable,décelable,déceler,"(0, 1, 1)",2,9
décademce,décadence,décadent,"(0, 1, 1)",2,9
chapeawté,chapeauté,chapeau,"(0, 1, 1)",2,9
chaotiqye,chaotique,chaos,"(0, 1, 1)",2,9
chagntant,chantant,chant,"(0, 1, 1)",2,9
chagntage,chantage,chant,"(0, 1, 1)",2,9
chanceyse,chanceuse,chance,"(0, 1, 1)",2,9
chamerier,chamelier,chameau,"(0, 1, 1)",2,9
chalytier,chalutier,chalut,"(0, 1, 1)",2,9
chaîngons,chaînons,chaîne,"(0, 1, 1)",2,9
chahwtait,chahutait,chahut,"(0, 1, 1)",2,9
celtitude,certitude,certes,"(0, 1, 1)",2,9
centiènge,centième,cent,"(0, 1, 1)",2,9
cegntaine,centaine,cent,"(0, 1, 1)",2,9
cerluloïd,celluloïd,cellule,"(0, 1, 1)",2,9
cérébrité,célébrité,célèbre,"(0, 1, 1)",2,9
céléblait,célébrait,célèbre,"(0, 1, 1)",2,9
cavalelie,cavalerie,cheval,"(0, 1, 1)",2,9
déplessif,dépressif,dérpimer,"(0, 1, 1)",2,9
dényement,dénuement,dénu,"(0, 1, 1)",2,9
démarreyr,démarreur,démarrer,"(0, 1, 1)",2,9
dénarrage,démarrage,démarrer,"(0, 1, 1)",2,9
dérateurs,délateurs,délat,"(0, 1, 1)",2,9
ilrespect,irrespect,respect,"(1, 1, 0)",2,9
ingvalide,invalide,valide,"(1, 1, 0)",2,9
ingvaincu,invaincu,vaincre,"(1, 1, 0)",2,9
intelface,interface,face,"(1, 1, 0)",2,9
intelagit,interagit,agiter,"(1, 1, 0)",2,9
insoruble,insoluble,soluble,"(1, 1, 0)",2,9
inghumain,inhumain,humain,"(1, 1, 0)",2,9
infoltune,infortune,fortune,"(1, 1, 0)",2,9
infléchil,infléchir,fléchir,"(1, 1, 0)",2,9
ingfidèle,infidèle,fidèle,"(1, 1, 0)",2,9
inespélée,inespérée,espérée,"(1, 1, 0)",2,9
déselteur,déserteur,désert,"(0, 1, 1)",2,9
cascadewr,cascadeur,cascade,"(0, 1, 1)",2,9
cascademt,cascadent,cascade,"(0, 1, 1)",2,9
agnnotant,annotant,note,"(1, 1, 1)",3,9
anémiqyes,anémiques,ém,"(1, 1, 1)",3,9
agnarchie,anarchie,arche,"(1, 1, 1)",3,9
calrelage,carrelage,carreau,"(0, 1, 1)",2,9
calnivore,carnivore,carni,"(0, 1, 1)",2,9
cardiaqwe,cardiaque,cardio,"(0, 1, 1)",2,9
dictatyre,dictature,dict,"(0, 1, 1)",2,9
dictateul,dictateur,dict,"(0, 1, 1)",2,9
diabresse,diablesse,diable,"(0, 1, 1)",2,9
dextélité,dextérité,dextre,"(0, 1, 1)",2,9
devimette,devinette,devin,"(0, 1, 1)",2,9
devantule,devanture,devant,"(0, 1, 1)",2,9
détectewr,détecteur,détecter,"(0, 1, 1)",2,9
désileuse,désireuse,désir,"(0, 1, 1)",2,9
désilable,désirable,désir,"(0, 1, 1)",2,9
déseltion,désertion,désert,"(0, 1, 1)",2,9
calburant,carburant,carbure,"(0, 1, 1)",2,9
caqyetait,caquetait,caquet,"(0, 1, 1)",2,9
capuchong,capuchon,capuche,"(0, 1, 1)",2,9
cantonare,cantonale,canton,"(0, 1, 1)",2,9
cangadien,canadien,canada,"(0, 1, 1)",2,9
canpement,campement,camp,"(0, 1, 1)",2,9
calonniée,calomniée,calomnie,"(0, 1, 1)",2,9
cajoleyrs,cajoleurs,cajoler,"(0, 1, 1)",2,9
digitares,digitales,digit,"(0, 1, 1)",2,9
ingespéré,inespéré,espéré,"(1, 1, 0)",2,9
indonptée,indomptée,dompter,"(1, 1, 0)",2,9
indisclet,indiscret,discret,"(1, 1, 0)",2,9
igndécent,indécent,décent,"(1, 1, 0)",2,9
incolrect,incorrect,correct,"(1, 1, 0)",2,9
inconfolt,inconfort,confort,"(1, 1, 0)",2,9
imcomplet,incomplet,complet,"(1, 1, 0)",2,9
digestiom,digestion,digérer,"(0, 1, 1)",2,9
diffysion,diffusion,diffuser,"(0, 1, 1)",2,9
diffélend,différend,différer,"(0, 1, 1)",2,9
divimités,divinités,divin,"(0, 1, 1)",2,9
divingité,divinité,divin,"(0, 1, 1)",2,9
divelsion,diversion,divers,"(0, 1, 1)",2,9
distimgua,distingua,distingu,"(0, 1, 1)",2,9
distangce,distance,distant,"(0, 1, 1)",2,9
disqwette,disquette,disque,"(0, 1, 1)",2,9
diminwtif,diminutif,diminuer,"(0, 1, 1)",2,9
dirigence,diligence,diligent,"(0, 1, 1)",2,9
digmement,dignement,digne,"(0, 1, 1)",2,9
cahotagnt,cahotant,cahot,"(0, 1, 1)",2,9
cafetièle,cafetière,cafe,"(0, 1, 1)",2,9
cafardeyx,cafardeux,cafard,"(0, 1, 1)",2,9
cabariste,cabaliste,cabale,"(0, 1, 1)",2,9
burariste,buraliste,bureau,"(0, 1, 1)",2,9
bluissant,bruissant,bruit,"(0, 1, 1)",2,9
brwissait,bruissait,bruit,"(0, 1, 1)",2,9
broutirle,broutille,brout,"(0, 1, 1)",2,9
brouirlon,brouillon,brouiller,"(0, 1, 1)",2,9
attabrait,attablait,table,"(1, 1, 1)",3,9
athéisgne,athéisme,thé,"(1, 1, 1)",3,9
assyrance,assurance,sûr,"(1, 1, 1)",3,9
assonmoir,assommoir,somme,"(1, 1, 1)",3,9
assonmant,assommant,somme,"(1, 1, 1)",3,9
assignilé,assimilé,simil,"(1, 1, 1)",3,9
brognzage,bronzage,bronze,"(0, 1, 1)",2,9
blonchite,bronchite,bronche,"(0, 1, 1)",2,9
douangier,douanier,douane,"(0, 1, 1)",2,9
igncivils,incivils,civil,"(1, 1, 0)",2,9
incalcéré,incarcéré,carcér,"(1, 1, 0)",2,9
imcapable,incapable,capable,"(1, 1, 0)",2,9
ingpropre,impropre,propre,"(1, 1, 0)",2,9
impalfait,imparfait,parfait,"(1, 1, 0)",2,9
blochette,brochette,broche,"(0, 1, 1)",2,9
blindille,brindille,brin,"(0, 1, 1)",2,9
bligadier,brigadier,brigade,"(0, 1, 1)",2,9
comfrérie,confrérie,frère,"(1, 1, 1)",3,9
congdensé,condensé,dense,"(1, 1, 1)",3,9
coaxiares,coaxiales,axe,"(1, 1, 1)",3,9
biscornye,biscornue,corne,"(1, 1, 1)",3,9
binocrard,binoclard,ocul,"(1, 1, 1)",3,9
dynamiqwe,dynamique,dynamo,"(0, 1, 1)",2,9
durengent,durement,durer,"(0, 1, 1)",2,9
dwbitatif,dubitatif,doute,"(0, 1, 1)",2,9
druidisne,druidisme,druide,"(0, 1, 1)",2,9
drôresses,drôlesses,drôle,"(0, 1, 1)",2,9
drôlenent,drôlement,drôle,"(0, 1, 1)",2,9
doyceâtre,douceâtre,doux,"(0, 1, 1)",2,9
blicolage,bricolage,bricoler,"(0, 1, 1)",2,9
bravenent,bravement,brave,"(0, 1, 1)",2,9
blasserie,brasserie,brasser,"(0, 1, 1)",2,9
boulrelet,bourrelet,bourrer,"(0, 1, 1)",2,9
boulgeois,bourgeois,bourg,"(0, 1, 1)",2,9
bourdomna,bourdonna,bourdon,"(0, 1, 1)",2,9
édifiagnt,édifiant,édifier,"(0, 1, 1)",2,9
éclitoire,écritoire,écrire,"(0, 1, 1)",2,9
écratante,éclatante,éclat,"(0, 1, 1)",2,9
échiqyier,échiquier,échec,"(0, 1, 1)",2,9
échingant,échinant,échine,"(0, 1, 1)",2,9
échassiel,échassier,échasse,"(0, 1, 1)",2,9
écairleur,écailleur,écaille,"(0, 1, 1)",2,9
dymamisme,dynamisme,dynamo,"(0, 1, 1)",2,9
ignmaculé,immaculé,maculer,"(1, 1, 0)",2,9
hwpothèse,hypothèse,thèse,"(1, 1, 0)",2,9
hémicwcle,hémicycle,cycle,"(1, 1, 0)",2,9
exsagngue,exsangue,sang,"(1, 1, 0)",2,9
épicemtre,épicentre,centre,"(1, 1, 0)",2,9
engtrevis,entrevis,voir,"(1, 1, 0)",2,9
entletint,entretint,tenir,"(1, 1, 0)",2,9
entlemise,entremise,mise,"(1, 1, 0)",2,9
emtremets,entremets,mettre,"(1, 1, 0)",2,9
efflayant,effrayant,effroi,"(0, 1, 1)",2,9
édycation,éducation,éduquer,"(0, 1, 1)",2,9
bouquimer,bouquiner,bouquin,"(0, 1, 1)",2,9
bourotter,boulotter,boule,"(0, 1, 1)",2,9
boulangel,boulanger,boulang,"(0, 1, 1)",2,9
bouirlant,bouillant,bouillir,"(0, 1, 1)",2,9
bougognna,bougonna,bougonn,"(0, 1, 1)",2,9
boycherie,boucherie,bouche,"(0, 1, 1)",2,9
bottignes,bottines,botte,"(0, 1, 1)",2,9
boldaient,bordaient,bord,"(0, 1, 1)",2,9
bogniment,boniment,bon,"(0, 1, 1)",2,9
déchaîgna,déchaîna,chaîne,"(1, 1, 1)",3,9
décalqwai,décalquai,calque,"(1, 1, 1)",3,9
débordamt,débordant,bord,"(1, 1, 1)",3,9
contoulna,contourna,tour,"(1, 1, 1)",3,9
conteneul,conteneur,tenir,"(1, 1, 1)",3,9
comstellé,constellé,étoile,"(1, 1, 1)",3,9
boiselies,boiseries,boire,"(0, 1, 1)",2,9
émissiong,émission,émettre,"(0, 1, 1)",2,9
érogieuse,élogieuse,éloge,"(0, 1, 1)",2,9
élévatewr,élévateur,élever,"(0, 1, 1)",2,9
électeuls,électeurs,élire,"(0, 1, 1)",2,9
éjectiogn,éjection,éjecter,"(0, 1, 1)",2,9
également,égarement,égarer,"(0, 1, 1)",2,9
égarement,également,égal,"(0, 1, 1)",2,9
