Word,Structure,Prefix_Frequency,Root_Frequency,Suffix_Frequency,Word_Length
super(ça)ail,prs,1.7,8971.85,29.13,10
péri(lact)an,prs,6.71,0.75,29.2899999999999,10
a(lecte)eret,prs,2142.22,24.42,0.42,10
(panoplie)an,rs,,1.42,29.2899999999999,10
sus(nata)ané,prs,20.1599999999999,3.59,6.66,10
ab(asile)ose,prs,1.44,26.56,12.7,10
(régress)aul,rs,,0.51,1.35,10
ab(journal)é,prs,1.44,149.34,846.24,10
re(traits)re,prs,6595.02,8.18,17.02,10
rétro(kit)oy,prs,1.79999999999999,6.99,0.79,10
per(clic)ail,prs,1.01,1.52999999999999,29.13,10
é(solide)eur,prs,320.17,32.17,2127.06,10
mi(porter)on,prs,38.47,892.509999999999,331.19,10
eu(clone)èle,prs,1.11,4.64,3.87,10
super(vase)m,prs,1.7,10.99,1.33,10
ad(août)acre,prs,28.56,12.65,0.85,10
eu(vivi)asse,prs,1.11,0.34,39.9,10
hypo(gaî)mat,prs,10.42,0.55,1.37,10
su(caco)ande,prs,0.0,0.04,9.62999999999999,10
su(arborer)i,prs,0.0,0.24,9.2,10
sur(famine)é,prs,248.22,4.88,846.24,10
sé(emphase)},prs,1.22,0.4,0.21,10
a(soif)aient,prs,2142.22,32.84,0.48,10
sau(ivre)age,prs,0.04,37.65,707.48,10
re(avion)ier,prs,6595.02,114.05,847.1,10
su(bougre)ot,prs,0.0,5.52999999999999,58.0999999999999,10
apo(tien)nce,prs,0.17,27.51,1491.29,10
re(glaner)il,prs,6595.02,0.62,12.29,10
sé(lime)eton,prs,1.22,2.81,0.48,10
ver(classe)u,prs,0.98,95.76,21.57,10
com(huer)ote,prs,28.22,4.27,15.2499999999999,10
(meurtrir)if,rs,,0.98,409.409999999999,10
co(dette)uor,prs,73.72,27.5,1.04,10
per(voque)is,prs,1.01,1.18,19.93,10
é(cent)arade,prs,320.17,104.1,2.58,10
sus(zizi)ice,prs,20.1599999999999,2.69,312.58,10
pro(géo)[VB],prs,37.76,11.27,25208.9699999999,10
vi(soupir)an,prs,0.41,17.5,29.2899999999999,10
re(slip)lège,prs,6595.02,11.35,2.35,10
hémi(toc)non,prs,1.0,8.45999999999999,0.26,10
bi(ovale)end,prs,13.32,2.0,14.51,10
en(seau)sant,prs,2094.69,9.02,0.62,10
in(essai)ium,prs,1478.96,233.26,6.47999999999999,10
syn(reine)oi,prs,28.31,59.05,5.84,10
pén(nabot)er,prs,2.1,2.01,316.04,10
uni(rêve)non,prs,6.45,287.83,0.26,10
vi(chétif)ïa,prs,0.41,0.81,2.03,10
é(sigle)igne,prs,320.17,0.56,5.3,10
sur(dual)ion,prs,248.22,0.33,3498.54,10
(ours)eteaux,rs,,25.48,0.11,10
dé(bouche)é2,prs,1752.69,136.07,2.42,10
as(crime)èle,prs,248.66,161.209999999999,3.87,10
ab(fruct)ium,prs,1.44,1.39,6.47999999999999,10
en(meute)ail,prs,2094.69,3.37,29.13,10
re(colo)ieus,prs,6595.02,1.1,0.2,10
ad(expans)el,prs,28.56,1.91,1103.39999999999,10
com(néon)bil,prs,28.22,1.81999999999999,0.02,10
uni(roux)ule,prs,6.45,13.3099999999999,6.53,10
mé(botte)ain,prs,36.91,47.9499999999999,805.679999999999,10
ab(haler)ion,prs,1.44,1.04,3498.54,10
ab(crime)ole,prs,1.44,161.209999999999,10.76,10
ad(jouir)eur,prs,28.56,36.97,2127.06,10
épi(climat)},prs,1.27,9.93,0.21,10
par(dette)oy,prs,44.24,27.5,0.79,10
ab(mess)ande,prs,1.44,1.74,9.62999999999999,10
(enfler)este,rs,,7.43,6.47,10
ab(lien)atum,prs,1.44,35.89,1.23,10
ad(étroit)ol,prs,28.56,12.66,39.3799999999999,10
dia(écurie)é,prs,19.02,6.88,846.24,10
sus(rock)ade,prs,20.1599999999999,23.0999999999999,65.47,10
par(cadet)ar,prs,44.24,12.01,1.54,10
ab(désert)oi,prs,1.44,44.42,5.84,10
é(chic)ifère,prs,320.17,23.81,6.34,10
ana(rictus)},prs,1.48,0.25,0.21,10
sub(robe)dre,prs,3.90999999999999,85.8,50.12,10
apo(delta)ie,prs,0.17,6.5,435.78,10
per(harem)al,prs,1.01,1.6,1125.04,10
ab(rabbin)oy,prs,1.44,9.36,0.79,10
mé(orgue)ite,prs,36.91,3.12,30.57,10
(crever)éria,rs,,72.4199999999999,4.08,10
sus(savate)u,prs,20.1599999999999,0.46,21.57,10
sau(fléau)al,prs,0.04,5.1,1125.04,10
arch(fer)ois,prs,4.60999999999999,47.79,80.02,10
sus(tome)ine,prs,20.1599999999999,0.88,56.3199999999999,10
sous(par)ais,prs,98.6,1781.89999999999,98.63,10
eu(truite)ot,prs,1.11,3.65,58.0999999999999,10
trans(préd)i,prs,105.41,2.67999999999999,9.2,10
apo(banc)ade,prs,0.17,14.71,65.47,10
bis(avoir)is,prs,0.03,20221.85,19.93,10
apo(godet)ie,prs,0.17,0.329999999999999,435.78,10
bi(total)ace,prs,13.32,59.9899999999999,28.65,10
a(patin)eton,prs,2142.22,8.29,0.48,10
par(zébu)ose,prs,44.24,0.06,12.7,10
pan(etc)ario,prs,3.88999999999999,13.9,21.85,10
pan(foutre)é,prs,3.88999999999999,314.39,846.24,10
dé(coups)oir,prs,1752.69,82.33,113.06,10
hypo(tis)ème,prs,10.42,0.33,1.54,10
sub(trou)ise,prs,3.90999999999999,95.51,75.3999999999999,10
con(lys)ette,prs,190.18,2.41,295.429999999999,10
as(quasi)ard,prs,248.66,7.66,113.07,10
ad(lepsie)ïa,prs,28.56,1.89,2.03,10
pan(landau)é,prs,3.88999999999999,0.98,846.24,10
co(taup)[VB],prs,73.72,0.05,25208.9699999999,10
en(broyer)as,prs,2094.69,5.06,0.05,10
ver(héro)ate,prs,0.98,86.76,4.15,10
syn(repas)ir,prs,28.31,48.53,168.27,10
re(panoram)u,prs,6595.02,0.81,21.57,10
hypo(mais)et,prs,10.42,5180.5,229.51,10
ana(bloc)oit,prs,1.48,60.08,0.05,10
ex(pudeur)al,prs,79.38,8.43,1125.04,10
as(horde)ose,prs,248.66,2.95,12.7,10
para(dont)el,prs,17.47,223.42,1103.39999999999,10
pré(bulbe)et,prs,209.31,0.31,229.51,10
in(obscur)in,prs,1478.96,26.42,109.48,10
sur(très)iér,prs,248.22,1589.92,0.01,10
ex(mousson)o,prs,79.38,0.73,64.91,10
sub(ton)ésim,prs,3.90999999999999,65.48,0.03,10
tri(sept)eau,prs,12.7399999999999,73.17,436.9,10
vi(obéir)ait,prs,0.41,53.45,0.0,10
(humeur)ment,rs,,31.26,5042.80999999999,10
ex(filtre)ar,prs,79.38,11.67,1.54,10
en(rêve)able,prs,2094.69,287.83,1042.69,10
pén(coca)ole,prs,2.1,19.65,10.76,10
eu(pipe)atum,prs,1.11,18.59,1.23,10
ab(tamis)ise,prs,1.44,1.39,75.3999999999999,10
su(gueul)aul,prs,0.0,34.73,1.35,10
(quinine)ule,rs,,0.54,6.53,10
re(gogue)elé,prs,6595.02,2.51,1.14,10
sé(grade)ell,prs,1.22,10.81,5.21,10
archi(cas)in,prs,0.36,298.53,109.48,10
dé(impact)é2,prs,1752.69,8.36,2.42,10
uni(curs)uor,prs,6.45,4.4,1.04,10
ob(tourner)é,prs,0.93,4.89,846.24,10
hypo(réprim),pr,10.42,0.11,,10
épi(face)ole,prs,1.27,162.13,10.76,10
ex(pin)otins,prs,79.38,5.06,0.15,10
ana(mal)iste,prs,1.48,1119.62999999999,322.749999999999,10
tri(août)ait,prs,12.7399999999999,12.65,0.0,10
re(messe)ude,prs,6595.02,18.36,70.7599999999999,10
par(fût)atie,prs,44.24,1.01,0.47,10
sé(citron)il,prs,1.22,12.79,12.29,10
con(terr)éon,prs,190.18,153.0,3.28,10
pén(brin)oit,prs,2.1,6.64,0.05,10
ad(copie)oïd,prs,28.56,39.47,0.08,10
é(générer)in,prs,320.17,40.4,109.48,10
pan(étala)in,prs,3.88999999999999,0.0,109.48,10
é(laque)cule,prs,320.17,1.35,5.41,10
apo(gril)ars,prs,0.17,0.64,1.08,10
é(effroi)ore,prs,320.17,61.66,5.18999999999999,10
com(blé)cule,prs,28.22,19.98,5.41,10
ad(dote)èche,prs,28.56,4.38,0.02,10
tri(lino)ice,prs,12.7399999999999,0.38,312.58,10
as(gigot)ais,prs,248.66,2.48,98.63,10
sus(chicane),pr,20.1599999999999,0.06,,10
é(jaguar)eul,prs,320.17,0.65,2.42,10
co(dent)oble,prs,73.72,96.9399999999999,1.53,10
re(ablut)oie,prs,6595.02,0.47,0.04,10
a(garant)ude,prs,2142.22,33.98,70.7599999999999,10
sé(marre)ené,prs,1.22,61.14,0.77,10
en(déjà)bule,prs,2094.69,692.73,0.96,10
con(recens)é,prs,190.18,1.14,846.24,10
(propager)re,rs,,9.15,17.02,10
hypo(sage)ou,prs,10.42,60.55,18.39,10
au(inde)bule,prs,87.29,24.62,0.96,10
co(frime)ard,prs,73.72,5.37,113.07,10
in(érupt)ien,prs,1478.96,3.32,291.01,10
anté(apte)al,prs,8.42,7.26,1125.04,10
apo(club)ole,prs,0.17,67.51,10.76,10
ob(femme)bil,prs,0.93,1050.42,0.02,10
(euro)ouille,rs,,9.02,0.43,10
ex(canari)at,prs,79.38,2.88999999999999,166.91,10
(candi)eteux,rs,,0.24,0.08,10
mé(carafe)al,prs,36.91,1.04,1125.04,10
dys(thon)eut,prs,0.86,5.66,6.61,10
dé(tante)bil,prs,1752.69,553.78,0.02,10
é(camp)estre,prs,320.17,129.88,7.34,10
ob(cycle)eux,prs,0.93,20.04,1027.7,10
au(pales)ore,prs,87.29,0.37,5.18999999999999,10
pré(oubli)oy,prs,209.31,530.67,0.79,10
mé(état)sant,prs,36.91,145.79,0.62,10
re(boeuf)mat,prs,6595.02,10.83,1.37,10
en(notre)eut,prs,2094.69,1023.03,6.61,10
eu(heure)ade,prs,1.11,721.56,65.47,10
dé(réseau)en,prs,1752.69,14.41,22.18,10
dé(martini)u,prs,1752.69,3.84999999999999,21.57,10
sau(errer)at,prs,0.04,136.12,166.91,10
con(tripe)ïa,prs,190.18,8.75,2.03,10
é(nickel)èse,prs,320.17,4.19,0.15,10
mi(grinç)ade,prs,38.47,0.37,65.47,10
dé(grog)eure,prs,1752.69,0.64,0.35,10
in(anis)euse,prs,1478.96,1.2,20.61,10
bi(déficit)i,prs,13.32,1.92,9.2,10
pén(gibet)il,prs,2.1,1.09,12.29,10
vi(bistrot)s,prs,0.41,3.9,2.31,10
dé(dépot)ple,prs,1752.69,1.22,7.91,10
ex(tripe)one,prs,79.38,8.75,1.39,10
par(stuc)ate,prs,44.24,0.15,4.15,10
ad(radic)ime,prs,28.56,7.98999999999999,9.5,10
co(brio)inet,prs,73.72,0.93,1.02,10
mi(ancien)as,prs,38.47,99.94,0.05,10
com(pro)oire,prs,28.22,14.45,114.259999999999,10
au(kaki)erie,prs,87.29,0.84,267.479999999999,10
ana(fécond)s,prs,1.48,1.95,2.31,10
sé(genou)iér,prs,1.22,58.96,0.01,10
pén(aise)aye,prs,2.1,48.63,3.66,10
tri(item)èse,prs,12.7399999999999,0.12,0.15,10
dys(mien)uor,prs,0.86,137.23,1.04,10
sous(taxe)ex,prs,98.6,5.7,0.42,10
uni(café)oie,prs,6.45,184.1,0.04,10
as(bocage)if,prs,248.66,0.14,409.409999999999,10
pour(yeux)et,prs,94.1399999999999,315.89,229.51,10
com(déni)ule,prs,28.22,0.89,6.53,10
en(appoint)},prs,2094.69,0.35,0.21,10
bis(puce)eur,prs,0.03,28.84,2127.06,10
re(parer)nce,prs,6595.02,316.24,1491.29,10
vi(atout)ait,prs,0.41,5.74,0.0,10
bis(sermon)s,prs,0.03,7.6,2.31,10
en(paléo)ine,prs,2094.69,0.14,56.3199999999999,10
post(sure)oi,prs,0.81,12.38,5.84,10
dé(grade)ote,prs,1752.69,10.81,15.2499999999999,10
post(môme)é2,prs,0.81,28.1599999999999,2.42,10
eu(habit)oir,prs,1.11,27.63,113.06,10
tres(tel)mat,prs,0.0,341.97,1.37,10
dia(faux)ing,prs,19.02,142.13,68.61,10
re(comète)is,prs,6595.02,1.96,19.93,10
a(dédain)ité,prs,2142.22,0.65,1491.88,10
ob(devin)ève,prs,0.93,77.09,0.71,10
a(vac)ot[VB],prs,2142.22,69.5099999999999,2.77,10
ab(absurde)o,prs,1.44,27.86,64.91,10
in(patte)ien,prs,1478.96,34.61,291.01,10
épi(simil)if,prs,1.27,7.26,409.409999999999,10
au(narguer)u,prs,87.29,0.43,21.57,10
tri(sévir)el,prs,12.7399999999999,2.58,1103.39999999999,10
uni(cocu)èle,prs,6.45,5.56,3.87,10
é(genev)acre,prs,320.17,0.0,0.85,10
con(panama)u,prs,190.18,0.15,21.57,10
mé(poil)ille,prs,36.91,39.33,12.5099999999999,10
ver(came)ail,prs,0.98,1.15,29.13,10
bi(cruche)if,prs,13.32,3.35,409.409999999999,10
dys(gara)oïd,prs,0.86,0.04,0.08,10
su(restant)é,prs,0.0,10.78,846.24,10
pro(jaque)el,prs,37.76,1.3,1103.39999999999,10
sub(auge)oir,prs,3.90999999999999,0.49,113.06,10
par(toc)able,prs,44.24,8.45999999999999,1042.69,10
anté(nef)ite,prs,8.42,0.41,30.57,10
é(rapt)illon,prs,320.17,1.13,0.62,10
(légitime)ar,rs,,16.38,1.54,10
ver(opti)bil,prs,0.98,2.18,0.02,10
per(race)ade,prs,1.01,43.53,65.47,10
ob(tachy)mat,prs,0.93,0.82,1.37,10
pro(ami)ités,prs,37.76,862.56,83.33,10
ad(lapsus)is,prs,28.56,0.93,19.93,10
ad(déma)euse,prs,28.56,0.61,20.61,10
vi(tsar)inet,prs,0.41,12.13,1.02,10
par(piaf)ium,prs,44.24,2.0,6.47999999999999,10
ex(bâche)ice,prs,79.38,2.41,312.58,10
apo(alsac)an,prs,0.17,0.03,29.2899999999999,10
bi(puis)etée,prs,13.32,531.94,0.1,10
in(ogre)este,prs,1478.96,3.13,6.47,10
mi(heurt)ada,prs,38.47,9.16,1.04,10
com(néant)ir,prs,28.22,22.98,168.27,10
pré(rou)euse,prs,209.31,2.17999999999999,20.61,10
mono(mate)if,prs,6.88,5.89,409.409999999999,10
sub(syndic)i,prs,3.90999999999999,15.03,9.2,10
tri(méla)ère,prs,12.7399999999999,0.09,86.54,10
anti(pré)iau,prs,9.51,21.59,0.95,10
sé(doute)ûre,prs,1.22,200.49,7.59,10
su(fusil)arc,prs,0.0,64.45,0.0,10
é(bouton)eux,prs,320.17,35.07,1027.7,10
eu(fusion)ot,prs,1.11,7.3,58.0999999999999,10
pro(pyro)ère,prs,37.76,0.06,86.54,10
en(casino)é2,prs,2094.69,12.75,2.42,10
ab(rouer)ois,prs,1.44,1.0,80.02,10
pro(souple)u,prs,37.76,5.51,21.57,10
sé(saper)ide,prs,1.22,3.53999999999999,29.06,10
su(gesta)ise,prs,0.0,0.53,75.3999999999999,10
pén(lire)ada,prs,2.1,249.02,1.04,10
é(ombre)èche,prs,320.17,49.19,0.02,10
(caverne)ing,rs,,6.95,68.61,10
(griffon)aye,rs,,0.57,3.66,10
anti(ta)bule,prs,9.51,1265.97,0.96,10
con(exil)ium,prs,190.18,9.34,6.47999999999999,10
é(tribu)oure,prs,320.17,11.58,2.78,10
as(proie)aul,prs,248.66,10.61,1.35,10
au(épine)ère,prs,87.29,6.82,86.54,10
sur(add)ique,prs,248.22,8.61,852.449999999999,10
vi(naïf)atur,prs,0.41,10.3199999999999,0.06,10
tri(pore)aud,prs,12.7399999999999,1.66,106.029999999999,10
mé(séjour)et,prs,36.91,16.5999999999999,229.51,10
a(lacer)aume,prs,2142.22,7.24,27.78,10
é(huile)isme,prs,320.17,23.7,100.85,10
sus(suer)ois,prs,20.1599999999999,16.83,80.02,10
au(léser)ite,prs,87.29,0.679999999999999,30.57,10
mono(un)euse,prs,6.88,21122.25,20.61,10
co(roux)illé,prs,73.72,13.3099999999999,0.19,10
(veille)aux1,rs,,28.34,5.45,10
pro(bénin)ce,prs,37.76,0.88,0.38,10
anti(duct)as,prs,9.51,0.45,0.05,10
apo(éclus)on,prs,0.17,0.69,331.19,10
con(zéro)éon,prs,190.18,32.85,3.28,10
au(pota)acle,prs,87.29,2.15,0.7,10
au(bribe)ois,prs,87.29,0.88,80.02,10
épi(muai)ené,prs,1.27,0.0,0.77,10
co(bénir)ais,prs,73.72,61.23,98.63,10
ad(épave)ité,prs,28.56,7.48999999999999,1491.88,10
syn(bosser)u,prs,28.31,43.6299999999999,21.57,10
entre(mes)ot,prs,18.95,1328.99,58.0999999999999,10
co(organe)ex,prs,73.72,23.61,0.42,10
a(aïeul)illé,prs,2142.22,2.97,0.19,10
a(panse)erie,prs,2142.22,2.18,267.479999999999,10
in(plante)ir,prs,1478.96,12.3,168.27,10
re(cookie)é2,prs,6595.02,8.21999999999999,2.42,10
eu(rênes)aul,prs,1.11,2.21,1.35,10
ana(press)is,prs,1.48,39.82,19.93,10
infra(oxy)if,prs,2.06,14.22,409.409999999999,10
anté(ivre)ce,prs,8.42,37.65,0.38,10
a(rêche)igne,prs,2142.22,0.51,5.3,10
en(faîte)oit,prs,2094.69,56.42,0.05,10
co(critère)é,prs,73.72,3.55,846.24,10
com(vénér)ïa,prs,28.22,3.24,2.03,10
en(château)i,prs,2094.69,43.98,9.2,10
uni(moqu)ien,prs,6.45,2.57,291.01,10
per(tuyau)ar,prs,1.01,27.87,1.54,10
uni(goncer)u,prs,6.45,0.04,21.57,10
ultra(toi)ol,prs,0.03,2519.5,39.3799999999999,10
vi(tapir)ité,prs,0.41,0.49,1491.88,10
anté(gnôle)o,prs,8.42,3.24,64.91,10
pan(tén)euse,prs,3.88999999999999,0.89,20.61,10
in(fuser)arc,prs,1478.96,6.63,0.0,10
ad(glotte)al,prs,28.56,0.12,1125.04,10
ad(pompon)ce,prs,28.56,1.22,0.38,10
pan(grès)iér,prs,3.88999999999999,0.31,0.01,10
sus(drame)oi,prs,20.1599999999999,25.08,5.84,10
é(bridge)one,prs,320.17,4.65999999999999,1.39,10
pan(ébauche),pr,3.88999999999999,1.36999999999999,,10
bi(russe)eul,prs,13.32,67.71,2.42,10
hypo(ne)ième,prs,10.42,13357.03,159.55,10
in(tango)ote,prs,1478.96,7.68,15.2499999999999,10
sur(tom)[VB],prs,248.22,0.83,25208.9699999999,10
dé(rafale)is,prs,1752.69,1.6,19.93,10
ver(cyan)ème,prs,0.98,2.23,1.54,10
pén(pop)ande,prs,2.1,5.46,9.62999999999999,10
par(vortex)i,prs,44.24,6.14,9.2,10
re(cidre)ité,prs,6595.02,2.0,1491.88,10
dys(pole)acé,prs,0.86,2.47,0.06,10
re(taré)ique,prs,6595.02,7.04,852.449999999999,10
pan(cône)iau,prs,3.88999999999999,148.24,0.95,10
par(puce)ule,prs,44.24,28.84,6.53,10
bi(quiches)s,prs,13.32,0.11,2.31,10
sub(frôler)s,prs,3.90999999999999,3.93,2.31,10
pro(foncé)re,prs,37.76,22.33,17.02,10
apo(crème)ir,prs,0.17,25.74,168.27,10
bis(bonus)é2,prs,0.03,3.8,2.42,10
eu(acte)ités,prs,1.11,301.26,83.33,10
ambi(tic)ier,prs,0.34,3.1,847.1,10
é(viciss)ain,prs,320.17,0.04,805.679999999999,10
su(chic)isme,prs,0.0,23.81,100.85,10
com(pelote)o,prs,28.22,4.4,64.91,10
bis(base)ide,prs,0.03,246.089999999999,29.06,10
au(lino)vore,prs,87.29,0.38,0.46,10
au(anus)bles,prs,87.29,3.05999999999999,0.77,10
ob(violon)ir,prs,0.93,19.87,168.27,10
par(loi)sses,prs,44.24,110.12,2.23,10
épi(vil)otte,prs,1.27,28.86,3.13,10
eu(trip)sses,prs,1.11,5.79,2.23,10
trans(gonz)é,prs,105.41,11.3,846.24,10
épi(dodu)ité,prs,1.27,0.47,1491.88,10
anté(hier)as,prs,8.42,223.77,0.05,10
(émail)ément,rs,,0.75,105.3,10
dé(seuil)ève,prs,1752.69,5.49,0.71,10
com(muet)ier,prs,28.22,18.5499999999999,847.1,10
su(idylle)ol,prs,0.0,1.86,39.3799999999999,10
sub(jumeau)},prs,3.90999999999999,25.15,0.21,10
sé(frime)eur,prs,1.22,5.37,2127.06,10
pan(bac)éria,prs,3.88999999999999,9.98999999999999,4.08,10
sus(permé)oy,prs,20.1599999999999,2.81,0.79,10
syn(rang)dre,prs,28.31,156.01,50.12,10
sé(essor)nce,prs,1.22,0.7,1491.29,10
eu(grenat)ou,prs,1.11,0.18,18.39,10
bis(odeur)é2,prs,0.03,51.92,2.42,10
re(couver)ol,prs,6595.02,3.28,39.3799999999999,10
en(quis)eret,prs,2094.69,0.78,0.42,10
a(morse)acle,prs,2142.22,3.5,0.7,10
ob(olive)ule,prs,0.93,7.63,6.53,10
per(bâteau)s,prs,1.01,124.929999999999,2.31,10
ambi(fiel)ie,prs,0.34,1.36,435.78,10
su(jaser)nce,prs,0.0,1.72,1491.29,10
com(pagne)ie,prs,28.22,0.37,435.78,10
su(décrèt)an,prs,0.0,1.18,29.2899999999999,10
dia(extase)é,prs,19.02,4.12,846.24,10
sub(chômer)o,prs,3.90999999999999,17.0,64.91,10
pén(baie)ier,prs,2.1,7.67,847.1,10
vi(thèse)ain,prs,0.41,20.2999999999999,805.679999999999,10
dys(peau)aul,prs,0.86,83.83,1.35,10
com(mû)oline,prs,28.22,0.19,0.01,10
tri(linge)é2,prs,12.7399999999999,21.16,2.42,10
su(absolu)ce,prs,0.0,108.9,0.38,10
épi(thème)é2,prs,1.27,17.32,2.42,10
mi(opin)isme,prs,38.47,34.41,100.85,10
a(saum)iller,prs,2142.22,0.62,3.80999999999999,10
sé(pinède)um,prs,1.22,0.73,10.79,10
(cuisse)èche,rs,,14.4599999999999,0.02,10
uni(rude)sse,prs,6.45,9.77,37.89,10
dé(faim)euse,prs,1752.69,160.429999999999,20.61,10
sus(corni)an,prs,20.1599999999999,0.4,29.2899999999999,10
mi(sembler)u,prs,38.47,430.199999999999,21.57,10
as(décor)ois,prs,248.66,27.88,80.02,10
eu(xylo)asse,prs,1.11,0.04,39.9,10
anté(coin)er,prs,8.42,101.78,316.04,10
(éveil)éfact,rs,,216.709999999999,0.49,10
con(slip)ûre,prs,190.18,11.35,7.59,10
pan(pied)acé,prs,3.88999999999999,223.09,0.06,10
en(jeter)ime,prs,2094.69,190.69,9.5,10
sus(minet)ïa,prs,20.1599999999999,7.09,2.03,10
ex(perte)èse,prs,79.38,37.8,0.15,10
ab(trip)cule,prs,1.44,5.79,5.41,10
mi(france)et,prs,38.47,86.42,229.51,10
mé(éclus)ois,prs,36.91,0.69,80.02,10
(succès)este,rs,,39.58,6.47,10
ana(nasse)oy,prs,1.48,0.39,0.79,10
su(sève)illé,prs,0.0,3.19,0.19,10
trans(nom)er,prs,105.41,666.0,316.04,10
re(nuire)ple,prs,6595.02,6.91,7.91,10
as(sommel)il,prs,248.66,0.34,12.29,10
ver(fût)ésim,prs,0.98,1.01,0.03,10
ana(fan)urne,prs,1.48,26.5999999999999,6.09,10
as(moral)ail,prs,248.66,50.9599999999999,29.13,10
a(servir)oir,prs,2142.22,549.12,113.06,10
a(rococo)ois,prs,2142.22,0.14,80.02,10
dé(svelte)in,prs,1752.69,0.39,109.48,10
mono(box)ade,prs,6.88,24.46,65.47,10
per(vivi)eux,prs,1.01,0.34,1027.7,10
ob(verrue)re,prs,0.93,1.2,17.02,10
ob(dense)ané,prs,0.93,2.33,6.66,10
anté(nu)ûres,prs,8.42,65.6499999999999,3.82,10
ad(tsar)abre,prs,28.56,12.13,0.5,10
hypo(rot)one,prs,10.42,2.11,1.39,10
as(décès)ève,prs,248.66,23.46,0.71,10
en(delta)ève,prs,2094.69,6.5,0.71,10
re(dope)aine,prs,6595.02,7.75,72.1799999999999,10
é(goût)aient,prs,320.17,140.22,0.48,10
infra(pig)is,prs,2.06,26.25,19.93,10
mono(balle)o,prs,6.88,185.73,64.91,10
dé(hiver)et1,prs,1752.69,39.78,1.48,10
co(rapid)uch,prs,73.72,2.36,0.87,10
dia(crud)ise,prs,19.02,0.01,75.3999999999999,10
pan(assert)m,prs,3.88999999999999,0.04,1.33,10
sé(chevet)in,prs,1.22,3.27,109.48,10
sur(mess)ain,prs,248.22,1.74,805.679999999999,10
en(voici)oie,prs,2094.69,278.26,0.04,10
pén(égal)eut,prs,2.1,87.66,6.61,10
su(bâfrer)er,prs,0.0,0.27,316.04,10
as(chip)ille,prs,248.66,6.72,12.5099999999999,10
as(peste)iér,prs,248.66,19.41,0.01,10
péri(son)arc,prs,6.71,1894.35999999999,0.0,10
ob(filet)ité,prs,0.93,15.51,1491.88,10
é(suppur)ien,prs,320.17,0.01,291.01,10
(balai)ures3,rs,,23.4499999999999,0.03,10
sub(écume)ir,prs,3.90999999999999,2.81,168.27,10
ob(règle)eau,prs,0.93,215.01,436.9,10
re(mener)ote,prs,6595.02,729.78,15.2499999999999,10
re(raison)is,prs,6595.02,512.439999999999,19.93,10
au(tube)etés,prs,87.29,20.54,7.22,10
ex(vrai)ûres,prs,79.38,1104.72,3.82,10
pan(parvis)o,prs,3.88999999999999,0.19,64.91,10
ad(dénu)igne,prs,28.56,0.08,5.3,10
anti(mémé)ir,prs,9.51,8.15,168.27,10
in(inter)ime,prs,1478.96,0.77,9.5,10
in(bon)}[VB],prs,1478.96,3071.74,2.13,10
a(paître)ail,prs,2142.22,1.3,29.13,10
co(extra)ané,prs,73.72,11.7,6.66,10
bi(zodiaque),pr,13.32,0.53,,10
vi(lord)ille,prs,0.41,1.26,12.5099999999999,10
a(zoom)iller,prs,2142.22,2.27,3.80999999999999,10
co(opéra)ève,prs,73.72,19.87,0.71,10
dia(je)eteux,prs,19.02,25988.48,0.08,10
trans(vex)el,prs,105.41,0.05,1103.39999999999,10
sub(book)ais,prs,3.90999999999999,1.65,98.63,10
mé(relief)ou,prs,36.91,1.25,18.39,10
ad(cuisine)},prs,28.56,129.1,0.21,10
co(sortir)ie,prs,73.72,977.91,435.78,10
vi(plût)aine,prs,0.41,0.22,72.1799999999999,10
bi(flair)ise,prs,13.32,6.01,75.3999999999999,10
pan(gal)èche,prs,3.88999999999999,1.97,0.02,10
ob(culte)ars,prs,0.93,6.9,1.08,10
syn(stock)ie,prs,28.31,9.15,435.78,10
vi(logo)èche,prs,0.41,1.65,0.02,10
ob(allumer)é,prs,0.93,80.56,846.24,10
épi(jarre)is,prs,1.27,1.25,19.93,10
mi(slave)ité,prs,38.47,0.23,1491.88,10
épi(potent)u,prs,1.27,11.43,21.57,10
pan(cidre)oi,prs,3.88999999999999,2.0,5.84,10
eu(demi)rium,prs,1.11,45.05,3.94,10
apo(peur)aud,prs,0.17,562.03,106.029999999999,10
bi(sade)sses,prs,13.32,4.23,2.23,10
sé(garer)end,prs,1.22,17.54,14.51,10
pan(guide)ou,prs,3.88999999999999,42.54,18.39,10
co(solde)oïd,prs,73.72,7.04,0.08,10
sur(seiz)ium,prs,248.22,1.12,6.47999999999999,10
as(botte)oie,prs,248.66,47.9499999999999,0.04,10
sé(caler)nce,prs,1.22,4.53999999999999,1491.29,10
a(ami)ad[VB],prs,2142.22,862.56,0.95,10
sé(mirage)re,prs,1.22,1.83999999999999,17.02,10
post(gara)ïa,prs,0.81,0.04,2.03,10
é(tonner)ple,prs,320.17,0.5,7.91,10
(podes)iatre,rs,,1.19,11.39,10
apo(ultime)o,prs,0.17,9.79,64.91,10
co(opter)èle,prs,73.72,13.31,3.87,10
sub(nul)cule,prs,3.90999999999999,177.85,5.41,10
co(zélés)ide,prs,73.72,0.39,29.06,10
anté(lent)if,prs,8.42,69.0,409.409999999999,10
bi(stups)elé,prs,13.32,2.34,1.14,10
é(hibou)bule,prs,320.17,4.08,0.96,10
uni(boule)ex,prs,6.45,45.03,0.42,10
